date,ticker,sector,predicted_return,predicted_probability,technical_score,fundamental_score,risk_score,final_signal,rank,forward_return
2025-08-28,TSLA,Consumer Discretionary,-0.02188861641908532,0.38139012851224957,0.6,0.3125,0.4,0.39784753212806234,9.0,0.10425027225480776
2025-08-28,XOM,Energy,-0.059955498870823666,0.2253887151555944,1.0,0.675,0.1,0.33634717878889864,10.0,-0.16784445124462377
2025-08-29,META,Technology,0.029170144145683648,0.6938705731150716,0.4,0.5375,0.6,0.730967643278768,1.0,0.16498525518276907
2025-08-29,GOOGL,Technology,0.02717929777290421,0.6394428712592827,0.1,0.48750000000000004,0.5,0.6323607178148207,2.0,-0.18646324243476997
2025-08-29,MSFT,Technology,0.004325721329291451,0.5305507566473865,0.7,0.375,0.7,0.6276376891618466,3.0,-0.11016930656718338
2025-08-29,JPM,Financials,-0.008343899536521008,0.49488615226631993,0.5,0.5625,0.9,0.58622153806658,4.0,-0.012218370464917472
2025-08-29,AMZN,Consumer Discretionary,-0.012024779431864566,0.4621929425385833,0.3,0.7,1.0,0.5605482356346458,5.0,0.1472514798854907
2025-08-29,JNJ,Healthcare,-0.02359377511303947,0.3497821497882084,0.8,0.725,0.8,0.4974455374470521,6.0,-0.009372012082903614
2025-08-29,AAPL,Technology,-0.0019345808948345701,0.470612119151446,0.2,0.3875,0.2,0.4801530297878615,7.0,0.037314196503283936
2025-08-29,NVDA,Technology,-0.026973851332040152,0.34420441543255503,1.0,0.7375,0.3,0.4335511038581388,8.0,-0.015224671286133917
2025-08-29,TSLA,Consumer Discretionary,-0.015813271524888657,0.4367796292465988,0.6,0.3125,0.4,0.4116949073116497,9.0,0.14927122023541495
2025-08-29,XOM,Energy,-0.05065147800198674,0.28386712806068776,0.9,0.675,0.1,0.34096678201517194,10.0,-0.21916567439627943
2025-09-01,META,Technology,0.02945989900618398,0.6896927638442742,0.4,0.5375,0.8,0.7499231909610686,1.0,0.12828457217916367
2025-09-01,JPM,Financials,-0.004894363615139358,0.4918824908797485,0.5,0.5625,1.0,0.630470622719937,2.0,-0.023232214396444073
2025-09-01,GOOGL,Technology,0.02696337936378146,0.6448406193649261,0.1,0.48750000000000004,0.4,0.6237101548412316,3.0,-0.13033048698967087
2025-09-01,MSFT,Technology,-0.0014584295076440347,0.5042078392620196,0.7,0.375,0.6,0.6110519598155049,4.0,-0.13562601002770747
2025-09-01,AMZN,Consumer Discretionary,-0.014018860546806245,0.4506208396609005,0.2,0.7,0.9,0.5376552099152251,5.0,0.11563519592745974
2025-09-01,TSLA,Consumer Discretionary,-0.010064133654992537,0.44644116362112474,0.6,0.3125,0.5,0.49411029090528114,6.0,0.12902325823462446
2025-09-01,NVDA,Technology,-0.02117617566792368,0.3537668578793414,1.0,0.7375,0.3,0.47094171446983535,7.0,-0.023446575694085037
2025-09-01,JNJ,Healthcare,-0.02534098603376006,0.3413873942735577,0.8,0.725,0.7,0.45034684856838947,8.0,0.00021434131295650083
2025-09-01,AAPL,Technology,-0.020930169615200764,0.3946390373335216,0.3,0.3875,0.1,0.3561597593333804,9.0,-0.020601313791367204
2025-09-01,XOM,Energy,-0.05988730724215932,0.2604643356591667,0.9,0.675,0.2,0.3451160839147917,10.0,-0.21970314549225844
2025-09-02,META,Technology,0.024953904295479702,0.668111936986662,0.4,0.5375,0.5,0.6795279842466656,1.0,0.1275918519673893
2025-09-02,GOOGL,Technology,0.03422089877549883,0.6653368840523862,0.1,0.48750000000000004,0.4,0.6638342210130966,2.0,-0.09711172360411024
2025-09-02,JPM,Financials,-0.003343298561440629,0.5116324733844057,0.5,0.5625,1.0,0.6354081183461013,3.0,-0.02785760797077963
2025-09-02,MSFT,Technology,0.0009919679013115825,0.5152231500781939,0.6,0.375,0.7,0.6138057875195484,4.0,-0.09855916487628902
2025-09-02,AMZN,Consumer Discretionary,-0.012653750489263505,0.44919911804927404,0.2,0.7,0.9,0.5372997795123184,5.0,0.1928510742206564
2025-09-02,TSLA,Consumer Discretionary,-0.004959853846558894,0.46316995348252943,0.7,0.3125,0.6,0.5182924883706324,6.0,0.17276923908081554
2025-09-02,JNJ,Healthcare,-0.020456917123457305,0.36256117563953166,0.9,0.725,0.8,0.47564029390988294,7.0,0.00943808856694095
2025-09-02,NVDA,Technology,-0.019236948905188768,0.352622882799734,1.0,0.7375,0.3,0.47065572069993356,8.0,-0.0463145190544515
2025-09-02,AAPL,Technology,-0.017531854950745725,0.4115633311269545,0.3,0.3875,0.2,0.3703908327817387,9.0,-0.05118355958883436
2025-09-02,XOM,Energy,-0.056515378447407005,0.2748079418482734,0.8,0.675,0.1,0.3287019854620684,10.0,-0.18726326208654476
2025-09-03,META,Technology,0.022160847179673003,0.6525841766082254,0.5,0.5375,0.8,0.7156460441520565,1.0,0.1422749405460313
2025-09-03,JPM,Financials,-0.0008339764494948716,0.5182806072802245,0.6,0.5625,1.0,0.6820701518200561,2.0,-0.04862474095996916
2025-09-03,GOOGL,Technology,0.031140135869983862,0.6546038290416419,0.1,0.48750000000000004,0.3,0.6511509572604105,3.0,-0.14169868874489022
2025-09-03,AMZN,Consumer Discretionary,-0.012061038062415146,0.4506856929864474,0.2,0.7,0.9,0.5376714232466118,4.0,0.200156829744909
2025-09-03,TSLA,Consumer Discretionary,-0.008093001847117023,0.45370938070931105,0.9,0.3125,0.6,0.5359273451773278,5.0,0.1421229996740654
2025-09-03,NVDA,Technology,-0.013738699581897188,0.36527137589734066,1.0,0.7375,0.5,0.5288178439743352,6.0,-0.05064204931836014
2025-09-03,MSFT,Technology,-0.001193692789929954,0.505837627199441,0.4,0.375,0.4,0.5264594067998603,7.0,-0.06359182519178141
2025-09-03,JNJ,Healthcare,-0.01715585243164039,0.37781558331158305,0.8,0.725,0.7,0.4944538958278958,8.0,0.047474009791523386
2025-09-03,XOM,Energy,-0.04186871604545216,0.3240546852348319,0.7,0.675,0.1,0.331013671308708,9.0,-0.138901020747906
2025-09-03,AAPL,Technology,-0.027010670697201818,0.39048408041805027,0.3,0.3875,0.2,0.2951210201045126,10.0,-0.050441145428216205
2025-09-04,META,Technology,0.027762113521690432,0.6797038066929525,0.5,0.5375,0.8,0.7574259516732382,1.0,0.1483819580222301
2025-09-04,JPM,Financials,0.0007902639383283699,0.5268734361073056,0.4,0.5625,1.0,0.6642183590268265,2.0,-0.06309938481589772
2025-09-04,GOOGL,Technology,0.02496761531062238,0.631182060172949,0.1,0.48750000000000004,0.4,0.6202955150432373,3.0,-0.14400791731545992
2025-09-04,NVDA,Technology,-0.005258938393331499,0.39355802931856376,1.0,0.7375,0.7,0.590889507329641,4.0,-0.029059360340821128
2025-09-04,MSFT,Technology,0.0002989636016976667,0.5032117472896935,0.9,0.375,0.3,0.5658029368224234,5.0,-0.12315292776624243
2025-09-04,TSLA,Consumer Discretionary,-0.0049158913265398545,0.46896730838693923,0.7,0.3125,0.5,0.5097418270967348,6.0,0.15254564075028032
2025-09-04,AMZN,Consumer Discretionary,-0.010487791508325323,0.4520770610607611,0.2,0.7,0.9,0.5030192652651903,7.0,0.20219051459766013
2025-09-04,JNJ,Healthcare,-0.014213620988239284,0.3895299673071522,0.8,0.725,0.6,0.48738249182678806,8.0,0.062092746811729826
2025-09-04,XOM,Energy,-0.03997990151178099,0.3296184685249073,0.6,0.675,0.1,0.32240461713122687,9.0,-0.06985560378456979
2025-09-04,AAPL,Technology,-0.036982218699065865,0.35773396117490985,0.3,0.3875,0.2,0.2869334902937275,10.0,-0.07377971073000655
2025-09-05,META,Technology,0.03200792144368531,0.7011903110483273,0.7,0.5375,0.8,0.7827975777620819,1.0,0.10224631226884595
2025-09-05,JPM,Financials,0.0013956354727307693,0.5246037674505514,0.8,0.5625,1.0,0.7036509418626379,2.0,-0.0753759471953035
2025-09-05,NVDA,Technology,-0.0012956237048743669,0.4096241456796372,1.0,0.7375,0.6,0.6549060364199093,3.0,-0.04010294331269848
2025-09-05,GOOGL,Technology,0.02350011203621665,0.6250182940425931,0.1,0.48750000000000004,0.4,0.6187545735106483,4.0,-0.12992360927091895
2025-09-05,AMZN,Consumer Discretionary,-0.009016400352006636,0.4507778084095703,0.2,0.7,0.9,0.5376944521023925,5.0,0.23041698983839454
2025-09-05,JNJ,Healthcare,-0.011320919849477471,0.3956416518672729,0.9,0.725,0.7,0.5089104129668183,6.0,0.027234041821004196
2025-09-05,TSLA,Consumer Discretionary,-0.006672902733200451,0.47038771417621694,0.6,0.3125,0.5,0.5000969285440542,7.0,0.1949996805821459
2025-09-05,MSFT,Technology,-0.010710326019180011,0.4618305552045763,0.4,0.375,0.3,0.40045763880114404,8.0,-0.03876465509453564
2025-09-05,AAPL,Technology,-0.032978856115697286,0.36983953558882354,0.5,0.3875,0.2,0.3099598838972059,9.0,-0.10764719420090652
2025-09-05,XOM,Energy,-0.04213769034661475,0.3177683931615377,0.3,0.675,0.1,0.2894420982903845,10.0,-0.005078271476694485
2025-09-08,META,Technology,0.03763261416116876,0.7124392902839581,0.7,0.5375,0.9,0.7956098225709894,1.0,0.10113661704190346
2025-09-08,NVDA,Technology,0.0025824588234090824,0.4265418239109767,1.0,0.7375,0.7,0.7041354559777442,2.0,-0.0014200317854031752
2025-09-08,JPM,Financials,-0.0030443084485382967,0.5061728536581948,0.9,0.5625,1.0,0.6390432134145486,3.0,-0.09710176344694499
2025-09-08,GOOGL,Technology,0.0181838860108732,0.6221549996130701,0.1,0.48750000000000004,0.4,0.6180387499032676,4.0,-0.12640572134652428
2025-09-08,TSLA,Consumer Discretionary,-0.0015570522704939234,0.49388241346262135,0.3,0.3125,0.5,0.5109706033656554,5.0,0.20179920309845256
2025-09-08,AMZN,Consumer Discretionary,-0.013915339100015101,0.4288116497165504,0.4,0.7,0.8,0.5072029124291375,6.0,0.21112321929928957
2025-09-08,JNJ,Healthcare,-0.01662025749933911,0.38035724952806904,0.8,0.725,0.6,0.48508931238201725,7.0,0.052171111311438256
2025-09-08,MSFT,Technology,-0.010358561214131017,0.4662475745470361,0.6,0.375,0.3,0.45656189363675903,8.0,-0.04573736409146889
2025-09-08,AAPL,Technology,-0.028852607290254323,0.3861050283413783,0.5,0.3875,0.2,0.3140262570853446,9.0,-0.08284106737779151
2025-09-08,XOM,Energy,-0.028996713274188977,0.36163643955067054,0.2,0.675,0.1,0.29040910988766766,10.0,0.04899884174526492
2025-09-09,META,Technology,0.03713581673331128,0.7108460646976965,0.9,0.5375,0.9,0.8152115161744241,1.0,0.08798766235854405
2025-09-09,NVDA,Technology,0.009610210462783306,0.46040409023315954,1.0,0.7375,0.6,0.7026010225582897,2.0,0.06843708152874073
2025-09-09,JPM,Financials,-0.006800428531350435,0.4999956217479596,0.8,0.5625,1.0,0.6274989054369898,3.0,-0.07762591128544183
2025-09-09,GOOGL,Technology,0.018089513636191358,0.6287568335286716,0.1,0.48750000000000004,0.4,0.619689208382168,4.0,-0.1386052535205019
2025-09-09,TSLA,Consumer Discretionary,0.0014049563739189906,0.49964511616486024,0.4,0.3125,0.5,0.5224112790412151,5.0,0.2179985708473562
2025-09-09,AMZN,Consumer Discretionary,-0.01878420001539765,0.40800428649380893,0.6,0.7,0.8,0.5220010716234522,6.0,0.20046898073067543
2025-09-09,JNJ,Healthcare,-0.020452755566177407,0.3635939265957631,0.7,0.725,0.7,0.4808984816489408,7.0,0.07048835430334344
2025-09-09,MSFT,Technology,-0.013705826187126681,0.4537184806260112,0.3,0.375,0.3,0.4234296201565029,8.0,-0.038498167655896975
2025-09-09,XOM,Energy,-0.02595079805696862,0.3787216110822927,0.2,0.675,0.1,0.3296804027705732,9.0,0.07973619419192768
2025-09-09,AAPL,Technology,-0.02844459589179392,0.3856085744968363,0.5,0.3875,0.2,0.2789021436242091,10.0,-0.06569073009439819
2025-09-10,META,Technology,0.038995318267183145,0.7148450251189697,0.9,0.5375,0.9,0.8162112562797424,1.0,0.10015758673845054
2025-09-10,NVDA,Technology,0.010446454006359284,0.4564035813541445,1.0,0.7375,0.7,0.711600895338536,2.0,0.05458018776154083
2025-09-10,GOOGL,Technology,0.02292686042864394,0.645481890796328,0.1,0.48750000000000004,0.4,0.623870472699082,3.0,-0.10976873021349332
2025-09-10,JPM,Financials,-0.0059373061157775246,0.5055722493330933,0.5,0.5625,1.0,0.5988930623332733,4.0,-0.11350778898978264
2025-09-10,TSLA,Consumer Discretionary,-0.0052081279488686,0.48134168647575415,0.4,0.3125,0.5,0.5178354216189386,5.0,0.1803735517370686
2025-09-10,AMZN,Consumer Discretionary,-0.018967027548058818,0.4125512957679872,0.6,0.7,0.8,0.4881378239419968,6.0,0.15825666286788298
2025-09-10,XOM,Energy,-0.008574628709676409,0.4300056623609251,0.2,0.675,0.1,0.44750141559023127,7.0,0.10716393287802273
2025-09-10,JNJ,Healthcare,-0.021922148691123383,0.34625105659809374,0.8,0.725,0.6,0.44156276414952345,8.0,0.01195643185308537
2025-09-10,MSFT,Technology,-0.01703533263255104,0.4483762870517671,0.3,0.375,0.3,0.38709407176294175,9.0,0.010344633337688425
2025-09-10,AAPL,Technology,-0.030020277211553766,0.3775961344187243,0.7,0.3875,0.2,0.2968990336046811,10.0,-0.05723070122737184
2025-09-11,META,Technology,0.03103673402324672,0.6923293574758405,1.0,0.5375,0.9,0.8205823393689601,1.0,0.03458451709601751
2025-09-11,NVDA,Technology,0.007177226503832734,0.45923912407463635,0.9,0.7375,0.7,0.7023097810186589,2.0,0.06061382121546277
2025-09-11,GOOGL,Technology,0.025556281800959403,0.6547954173551024,0.1,0.48750000000000004,0.4,0.6261988543387756,3.0,-0.08873073672470178
2025-09-11,JPM,Financials,-0.0056060791551033155,0.5085121360986804,0.4,0.5625,1.0,0.62462803402467,4.0,-0.08619924013564984
2025-09-11,AMZN,Consumer Discretionary,-0.02093404967841541,0.40555163889404316,0.8,0.7,0.8,0.5063879097235108,5.0,0.1786883787640845
2025-09-11,TSLA,Consumer Discretionary,-0.006407153157179575,0.4652177116141841,0.5,0.3125,0.5,0.488804427903546,6.0,0.1730218596479094
2025-09-11,JNJ,Healthcare,-0.021111076276711487,0.3493985727403827,0.7,0.725,0.6,0.43234964318509567,7.0,0.02064401146535033
2025-09-11,MSFT,Technology,-0.015034438105016102,0.45022704504916833,0.3,0.375,0.3,0.42255676126229214,8.0,0.03373329568137162
2025-09-11,XOM,Energy,-0.016533164635509225,0.39168534894174667,0.2,0.675,0.1,0.40292133723543666,9.0,0.07470576982809174
2025-09-11,AAPL,Technology,-0.022780996624005304,0.4130361797383796,0.6,0.3875,0.2,0.29575904493459493,10.0,-0.014399254394076189
2025-09-12,META,Technology,0.026479219695081255,0.6781525037641318,1.0,0.5375,0.9,0.782038125941033,1.0,0.04708344268134734
2025-09-12,NVDA,Technology,0.005144167466299402,0.4506398290458182,0.9,0.7375,0.7,0.7001599572614545,2.0,0.05778773912120805
2025-09-12,GOOGL,Technology,0.026812665923086322,0.6514014801255577,0.1,0.48750000000000004,0.4,0.6603503700313894,3.0,-0.10491117732945443
2025-09-12,JPM,Financials,-0.002569020225646673,0.5162492470782247,0.6,0.5625,1.0,0.6465623117695561,4.0,-0.059746532220401605
2025-09-12,AMZN,Consumer Discretionary,-0.018614605876608882,0.41782243998737867,0.8,0.7,0.8,0.5094556099968447,5.0,0.18532234835543338
2025-09-12,XOM,Energy,-0.008525136297410578,0.43711037157624993,0.2,0.675,0.1,0.4842775928940625,6.0,0.0800454390177967
2025-09-12,TSLA,Consumer Discretionary,-0.009012771501856776,0.46291452517116494,0.4,0.3125,0.6,0.4532286312927913,7.0,0.16567041010402606
2025-09-12,JNJ,Healthcare,-0.02072297688932309,0.3473749264994423,0.7,0.725,0.5,0.42184373162486055,8.0,0.02668072835480695
2025-09-12,MSFT,Technology,-0.013055743367930675,0.47060559233222166,0.3,0.375,0.3,0.3926513980830554,9.0,0.027841673307256842
2025-09-12,AAPL,Technology,-0.022227028515548336,0.4179882101626878,0.5,0.3875,0.2,0.286997052540672,10.0,-0.039519617668237306
2025-09-15,META,Technology,0.02884330611092751,0.6868544119312897,0.8,0.5375,0.9,0.7992136029828224,1.0,0.08771316041739707
2025-09-15,NVDA,Technology,0.006933986711837402,0.4655302104972981,0.6,0.7375,0.6,0.6638825526243246,2.0,0.06523571587218813
2025-09-15,JPM,Financials,-0.0029150597490630098,0.5085203911020766,0.7,0.5625,1.0,0.6546300977755191,3.0,-0.060446880090543886
2025-09-15,GOOGL,Technology,0.018713521258414703,0.6228861653873214,0.1,0.48750000000000004,0.4,0.6182215413468304,4.0,-0.09556312416552604
2025-09-15,TSLA,Consumer Discretionary,-0.008042481496855424,0.47094122692883905,0.4,0.3125,0.7,0.5002353067322097,5.0,0.152177375354843
2025-09-15,AMZN,Consumer Discretionary,-0.02113877284451056,0.40144305070522684,1.0,0.7,0.8,0.4553607626763067,6.0,0.154578323029817
2025-09-15,AAPL,Technology,-0.010259398466769631,0.44406747890687903,0.5,0.3875,0.3,0.4435168697267198,7.0,-0.01639294771224864
2025-09-15,JNJ,Healthcare,-0.019814480268467168,0.3489060748771311,0.9,0.725,0.5,0.44222651871928276,8.0,0.041938848866947875
2025-09-15,XOM,Energy,-0.01117150915882399,0.4238809769284552,0.2,0.675,0.1,0.4109702442321138,9.0,0.02456164033883379
2025-09-15,MSFT,Technology,-0.012464392739409231,0.4733560536494015,0.3,0.375,0.2,0.3483390134123504,10.0,0.00576751809265974
2025-09-16,META,Technology,0.034264953255091324,0.7046955785563781,0.7,0.5375,0.9,0.7936738946390944,1.0,0.11432746780253811
2025-09-16,NVDA,Technology,0.012866044625543162,0.4844916998853414,0.5,0.7375,0.6,0.6586229249713353,2.0,0.09105499459616784
2025-09-16,JPM,Financials,-0.00798915852954559,0.484809586504136,0.9,0.5625,1.0,0.633702396626034,3.0,-0.0778463582313812
2025-09-16,GOOGL,Technology,0.015022055739072039,0.6139380393605052,0.2,0.48750000000000004,0.4,0.6259845098401263,4.0,-0.10857879988493002
2025-09-16,TSLA,Consumer Discretionary,-0.004932029086052678,0.47743231002886566,0.4,0.3125,0.8,0.5468580775072165,5.0,0.14168020379978774
2025-09-16,AMZN,Consumer Discretionary,-0.028396250343259773,0.37847841501251167,1.0,0.7,0.7,0.43961960375312786,6.0,0.14610258702490175
2025-09-16,XOM,Energy,-0.011686713251657833,0.4307104759985997,0.1,0.675,0.1,0.43767761899964996,7.0,0.0777439374536526
2025-09-16,JNJ,Healthcare,-0.017881859360573835,0.36472087487410115,0.8,0.725,0.5,0.4361802187185253,8.0,0.04062629199882317
2025-09-16,AAPL,Technology,-0.01315871994616529,0.42593948691455247,0.6,0.3875,0.3,0.41398487172863807,9.0,-0.042493355743918215
2025-09-16,MSFT,Technology,-0.01746192001937953,0.45132507506296055,0.3,0.375,0.2,0.3428312687657402,10.0,-0.003442282976643063
2025-09-17,META,Technology,0.03440790456055021,0.7005016063800008,0.9,0.5375,0.9,0.8126254015950002,1.0,0.11293419116364722
2025-09-17,NVDA,Technology,0.015858390942150455,0.49694510283690146,0.4,0.7375,0.8,0.7067362757092255,2.0,0.09750540699651467
2025-09-17,GOOGL,Technology,0.013935348435411346,0.6098418820765039,0.2,0.48750000000000004,0.4,0.589960470519126,3.0,-0.12551167575097621
2025-09-17,JPM,Financials,-0.007641347191714852,0.49170119978102694,0.7,0.5625,1.0,0.5454252999452567,4.0,-0.06920404478731101
2025-09-17,AAPL,Technology,-0.002082335762600181,0.44441416919200655,0.8,0.3875,0.3,0.5436035422980017,5.0,-0.0534177463653176
2025-09-17,TSLA,Consumer Discretionary,-0.00383627931104011,0.4785314273689283,0.6,0.3125,0.7,0.48713285684223206,6.0,0.12292666947246844
2025-09-17,XOM,Energy,-0.002327742904190362,0.45871062513323724,0.1,0.675,0.1,0.47967765628330933,7.0,0.06924226889707863
2025-09-17,AMZN,Consumer Discretionary,-0.030221707665755153,0.3762219233135405,1.0,0.7,0.6,0.4290554808283851,8.0,0.10355425642418026
2025-09-17,JNJ,Healthcare,-0.01979579973640732,0.3729633666557052,0.5,0.725,0.5,0.40824084166392627,9.0,0.054084758365390506
2025-09-17,MSFT,Technology,-0.01959894045611446,0.4636484479245007,0.3,0.375,0.2,0.34591211198112526,10.0,-0.053099528405654794
2025-09-18,META,Technology,0.024665863667935953,0.6644046358609138,0.9,0.5375,0.6,0.7736011589652285,1.0,0.08628565258492027
2025-09-18,NVDA,Technology,0.022856283930849354,0.5205039232913525,0.4,0.7375,0.9,0.7226259808228382,2.0,0.16349464709775363
2025-09-18,JPM,Financials,-0.0052767679125199,0.5021220132049324,0.6,0.5625,1.0,0.6080305033012331,3.0,-0.07420654643783886
2025-09-18,GOOGL,Technology,0.019462699996768036,0.6268431010418234,0.2,0.48750000000000004,0.3,0.5842107752604558,4.0,-0.08730807310876598
2025-09-18,AAPL,Technology,0.007747546724498367,0.46818034247029533,0.7,0.3875,0.4,0.5495450856175739,5.0,-0.029174115740124407
2025-09-18,TSLA,Consumer Discretionary,-0.0059816057902802085,0.4643232044656635,0.8,0.3125,0.8,0.5135808011164159,6.0,0.10994679652232664
2025-09-18,AMZN,Consumer Discretionary,-0.028204042477973583,0.3793597258897509,1.0,0.7,0.7,0.43983993147243766,7.0,0.0842414878835358
2025-09-18,JNJ,Healthcare,-0.020312216775086885,0.36674314731841173,0.5,0.725,0.5,0.4066857868296029,8.0,0.04910097510532174
2025-09-18,MSFT,Technology,-0.006982763143890739,0.5033410569732656,0.3,0.375,0.2,0.3908352642433164,9.0,-0.0491270948118836
2025-09-18,XOM,Energy,-0.015937130891662342,0.40102266716024926,0.1,0.675,0.1,0.3602556667900623,10.0,0.013780968929920423
2025-09-19,META,Technology,0.020875810306447036,0.6529784451390525,0.8,0.5375,0.4,0.7407446112847631,1.0,0.1374229266051692
2025-09-19,NVDA,Technology,0.019450162359263244,0.5042818796470703,0.4,0.7375,0.9,0.7185704699117675,2.0,0.13901812996046337
2025-09-19,JPM,Financials,-0.0031108527125673175,0.5113352252620195,0.6,0.5625,1.0,0.6103338063155048,3.0,-0.07444789415794395
2025-09-19,GOOGL,Technology,0.01663953091903132,0.6152131322480207,0.3,0.48750000000000004,0.3,0.5913032830620052,4.0,-0.09979592213012045
2025-09-19,AAPL,Technology,0.009073856107413614,0.48079178142705487,0.5,0.3875,0.6,0.5526979453567638,5.0,0.004872455346906834
2025-09-19,JNJ,Healthcare,-0.018894084932327464,0.3725391917248002,0.7,0.725,0.7,0.5181347979312,6.0,0.036548538303621925
2025-09-19,AMZN,Consumer Discretionary,-0.023998654333676345,0.3926174900933931,1.0,0.7,0.8,0.4881543725233482,7.0,0.11621008415191891
2025-09-19,MSFT,Technology,-0.014827676086585596,0.48545840549257857,0.2,0.375,0.2,0.4113646013731447,8.0,-0.02753282235123944
2025-09-19,TSLA,Consumer Discretionary,-0.022364639407560394,0.39778587057368403,0.9,0.3125,0.5,0.406946467643421,9.0,0.05279088237723473
2025-09-19,XOM,Energy,-0.02924556077752362,0.3649880800410891,0.1,0.675,0.1,0.2812470200102723,10.0,0.01422679321160869
2025-09-22,META,Technology,0.024219503810887062,0.6674744788443955,0.8,0.5375,0.3,0.734368619711099,1.0,0.16015352554038031
2025-09-22,NVDA,Technology,0.018537137531055466,0.5066521657415446,0.4,0.7375,0.9,0.6841630414353862,2.0,0.16389730719502205
2025-09-22,GOOGL,Technology,0.018852557826945365,0.6137210283019245,0.2,0.48750000000000004,0.6,0.6459302570754812,3.0,-0.10320735714755547
2025-09-22,JPM,Financials,-0.004300179941405554,0.5045712864860504,0.5,0.5625,1.0,0.5986428216215126,4.0,-0.056140317511126026
2025-09-22,AAPL,Technology,0.0073961126002765635,0.478635129505025,0.6,0.3875,0.5,0.5521587823762563,5.0,0.03954465844636368
2025-09-22,JNJ,Healthcare,-0.01952093249989989,0.3669809695799152,0.7,0.725,0.7,0.5517452423949788,6.0,0.0654403202948135
2025-09-22,AMZN,Consumer Discretionary,-0.020177376804045896,0.3975327346509424,1.0,0.7,0.8,0.5243831836627355,7.0,0.07988888731086119
2025-09-22,MSFT,Technology,-0.019843441836348542,0.4622438308973145,0.3,0.375,0.2,0.38056095772432863,8.0,-0.11390032096440128
2025-09-22,TSLA,Consumer Discretionary,-0.027030827300677462,0.38346756637548796,0.9,0.3125,0.4,0.35836689159387203,9.0,0.030240635074154643
2025-09-22,XOM,Energy,-0.03437929195684039,0.3447967644600134,0.1,0.675,0.1,0.27619919111500335,10.0,-0.030565569747553756
2025-09-23,META,Technology,0.027004004089962126,0.6769023220447666,0.8,0.5375,0.3,0.7367255805111916,1.0,0.165349382968486
2025-09-23,NVDA,Technology,0.019177593016468174,0.5117181066760796,0.3,0.7375,0.9,0.6754295266690199,2.0,0.1494084379024927
2025-09-23,GOOGL,Technology,0.020681491147815978,0.6250620667004613,0.1,0.48750000000000004,0.6,0.6387655166751154,3.0,-0.09654332761298001
2025-09-23,JPM,Financials,-0.001508003961702554,0.5117956412545559,0.5,0.5625,1.0,0.6004489103136389,4.0,-0.04370495994606938
2025-09-23,AMZN,Consumer Discretionary,-0.01288453244906951,0.4204695944186596,1.0,0.7,0.8,0.6001173986046648,5.0,0.09727003971969594
